,dominant_topic,document_id,document_score
117,3,285,0.27814442323219596
118,1,287,0.4621777502772901
119,0,288,0.39903248239918865
120,1,289,0.6034324239580741
121,9,293,0.06466500197988785
122,8,294,0.2353172671704985
123,3,295,0.34607102386968813
124,7,297,0.18075744872668262
125,1,298,0.3175872366368321
126,6,305,0.20248544719465184
127,8,308,0.294227358728486
128,3,311,0.3950754010372032
129,3,317,0.16873633091661946
130,6,325,0.6576304247707292
131,1,326,0.8606387299084499
132,9,330,0.4251029784394023
133,4,332,0.5902339139625389
134,0,334,0.5332631395677261
135,4,340,0.4279870344175044
136,4,342,0.5719604843938144
137,6,343,0.0380315665579424
138,3,345,0.530236296129896
139,2,346,1.040548882604437
140,5,350,0.15401881196950534
141,3,351,0.20107271400970703
142,3,352,0.1721107892131042
143,5,353,0.4154487837948921
144,1,358,0.5865404812307891
145,4,365,0.40657345142842277
146,6,366,0.2313114708951471
147,6,368,0.6447617114627731
148,5,369,0.5325087275267717
149,4,370,0.43886126265565156
150,3,374,0.3721360320958184
151,6,375,0.3536249380713094
152,1,378,0.3314329878139055
153,8,381,0.3264843892587734
154,7,385,0.4892645919962376
155,4,386,0.24458078117991863
156,9,393,0.5004168471463043
157,3,394,0.2238691569895359
158,1,395,0.48219578427540444
159,7,396,0.28925255347108814
160,5,398,0.0671831246088482
161,8,401,0.07466123398625173
162,1,403,0.5013737787268893
163,0,406,0.5736584053481809
164,6,410,0.09275252474693117
165,4,411,0.5506355703614062
166,8,412,0.2556535810400616
167,7,414,0.6481452347494043
168,7,416,0.44179094260169394
169,3,418,0.3972690710134873
170,0,422,0.8439890464042874
171,2,424,0.7545496380169651
172,4,426,0.2351039682999384
173,6,427,0.10363586052298275
174,9,429,0.2624214076112232
175,2,430,1.1485730408141617
176,0,433,0.7135737204148583
177,9,435,0.4978612238226577
178,7,437,0.26185917230752453
179,9,449,0.23788104143511307
180,5,455,0.5004709159732365
181,4,456,0.5079054683838581
182,0,457,0.7624254692863174
183,5,459,0.10304642445979804
184,7,462,0.3139156024825794
185,3,463,0.40002173961306
186,3,465,0.38320313420823626
187,5,466,0.6397781372074227
188,4,469,0.15328047604314382
189,0,471,0.20089344690993927
190,0,473,0.5088475048414314
191,3,477,0.4295667009625226
192,6,478,0.4771919728916986
193,3,480,0.29679751107149155
194,1,483,0.4938887718272994
195,1,484,0.6713073923018008
196,3,487,0.27101996958146873
197,5,488,0.16820293101115552
198,7,491,0.20316384889549674
199,6,492,0.7503904689773424
200,1,503,0.5161781806679404
